hour,day_of_week,traffic_score,parking_density,grid_capacity,existing_station_count,ev_registrations,demand_score
2,4,72.48265598740583,0.7298603088484784,92.91722102287639,5,4630,87.97556878139699
13,5,59.32786483101788,0.8822585560948476,96.65536133042443,1,4597,97.10592092940745
16,3,65.02941858734539,0.6709430047425079,71.895948647771,3,2769,86.85243798866529
3,5,47.92789285762873,0.2581732541911692,311.45679201879926,1,2235,55.869672350525924
17,2,61.574202194224284,0.6746078529162162,241.73193993174365,9,4064,77.02067605342424
7,4,32.90174378146622,0.29672764110409,296.6145604989081,4,1665,21.908789040934067
3,4,47.01825926966651,0.7184292298187352,284.4829357287745,6,408,29.907051484593648
1,4,74.42790655949555,0.9540331275850406,207.59134599082861,0,442,74.4999256646853
5,2,87.18327789731212,0.7213934511062883,354.8630366705628,9,535,21.407628844687476
21,2,43.36553339563889,0.8628805029124124,391.3258464123758,9,276,23.670903941265173
9,5,4.366165770736119,0.002103843175883413,56.58271649495407,6,238,1.1477557013077047
3,1,16.167254414680265,0.7175721247315944,143.25903489599523,9,293,0.03699565502874794
21,5,2.08611392915381,0.8295875568652503,370.95614063750156,5,3357,52.04710943898882
17,3,65.32630192373301,0.04055873754468142,223.97907768522538,5,3335,72.63911594132578
11,0,33.23146253551089,0.8715977272882306,348.1177761237237,7,1042,56.63794780984251
1,4,54.24786357193675,0.25669422831004585,206.13319688055128,7,4720,41.506655512402965
9,1,49.32768467837996,0.6652921019780552,225.8398185483367,5,3979,79.38379701065311
3,0,8.15264895524267,0.8003548790234066,121.40549316035822,2,3213,70.68148235006448
13,1,40.32613611238318,0.6626645130593555,166.203958849772,4,3062,84.16415936907109
15,6,22.056112492232327,0.09228479207325724,322.43529087841426,1,4936,80.67198843830799
14,5,41.83997886676527,0.5963215188603683,244.92340009182487,4,1053,53.01767233522756
7,2,20.35782803422427,0.5495836567221436,398.4362073250678,8,1402,11.45874099921677
13,4,84.04524062769335,0.9003212680742715,433.66322972225424,9,3481,84.82743381107359
22,5,17.419333657825366,0.4042397296442092,293.74088819754195,0,2980,60.29362937544541
7,0,96.0780551486977,0.3210810970870501,391.22028142522663,9,2287,37.268561450193296
20,6,41.59073661469408,0.7498507644364663,188.10703093755652,4,4987,81.28146907355327
15,6,84.62452920190493,0.41267532608339663,236.73704693003518,5,645,61.59262879100893
12,6,62.876481820594506,0.646096175005063,370.74995429757394,6,2027,68.2996634763045
17,0,73.53502986657526,0.646450090124607,223.7953967676638,8,4252,86.71588251507038
14,0,76.77238880667802,0.8880390643601178,314.827220821545,5,104,64.60274192222309
20,0,50.48448818930178,0.5986924023190974,133.41775058713017,4,3581,67.09948792145009
23,0,54.33005233632884,0.5021536099619869,319.89709173672406,6,3353,46.99177949555754
12,6,51.3995867808725,0.138871326396517,437.6811682521021,0,1462,64.49656830224572
8,6,58.80583780900792,0.11573760667870536,440.88783792054153,4,1920,55.84502880579475
14,1,2.9394445756507293,0.1543215652830794,375.95498284829284,1,2763,52.96945714099602
12,5,39.551516984901525,0.17184848132709452,385.58902058425673,3,3038,55.288756328149425
0,4,60.618871356117154,0.6378770926636339,301.06735031781534,6,1373,43.00373363451649
6,2,59.77235652558643,0.7409812502745785,313.10064057462114,4,3426,77.22694885290208
8,6,79.29560946056316,0.5299915229264187,110.14276163473309,5,3759,100.0
23,2,65.50093388321085,0.829017732545491,249.7366347895855,1,3045,94.37109998506361
0,5,99.21333163406723,0.9912632267336332,252.84932774886371,2,3118,97.07262504387965
11,5,28.3854528608645,0.820012629119356,481.3240260504831,6,1231,58.518018728545485
7,2,35.915102966623145,0.6948823736759592,243.98908818048025,1,4863,92.10176950891926
23,6,38.38471518677963,0.5324926994371466,297.2041902062409,5,2736,44.739775995128056
10,2,46.581280702024856,0.4488530716747082,289.9631296755961,4,3129,67.7227857126676
18,1,83.59980637812095,0.08439238054454234,336.5427726699472,9,3119,43.23736751445843
16,3,23.579209395920987,0.39936874839469094,386.70477409935313,0,4477,94.32414466555512
7,6,77.60002070354295,0.9101346367821342,151.26884427689245,9,3259,63.49499674183951
2,6,40.53101830857434,0.8080226299065529,287.9259885942961,3,353,42.18910200660328
2,4,60.18553836620085,0.2160513650116872,421.6629682922137,1,428,35.59792924879118
0,0,63.25405332263061,0.46660778469721587,258.40162122688014,3,2691,55.92464847970387
4,3,37.28486371889345,0.8167232025585446,175.30589586810785,0,2930,79.25513261286464
9,5,51.26152052058052,0.06738455478552252,344.6190839103346,1,3144,73.86151680114054
6,6,41.3031174647697,0.3873925856686593,420.6953281096053,7,1520,19.17962715977727
8,2,6.913278618661945,0.8518412368739476,78.41313181732609,5,3501,68.8293508877604
6,3,43.71653888168265,0.40389786417012374,399.5557175332522,1,2992,53.45373352901693
8,4,9.739339255355217,0.07761464473144086,419.74156983279704,5,754,5.272757711731288
7,5,40.50207990803215,0.5425343685322515,257.68531741487305,9,859,6.276055417459447
11,0,59.291839983178185,0.8617424949182954,492.48754556831034,8,1898,71.55560861301359
1,0,57.941489934350074,0.5902855429531597,404.0187533182891,6,3071,52.637150282335405
0,4,66.26212790083204,0.2262791082142318,398.1481542030496,8,4611,40.082001327404264
15,4,9.526150795462629,0.38423962013738133,386.52735848543233,4,3526,59.02537247046942
22,2,65.21232455304379,0.4501233611819322,117.7736464482233,6,354,21.56101730406622
22,6,31.214805669644708,0.5792663538205268,147.75389890385486,6,3923,43.774203421619234
23,0,39.90459461371111,0.759351025752613,258.7955591589913,2,1976,56.814074708521545
4,5,85.79862539227058,0.0988736176406354,168.80195748175964,6,2857,31.09214352836353
2,3,0.9030404129550251,0.8896520330175663,236.8584375503182,0,2724,84.48307549060002
11,5,58.84126333406054,0.01230970301607559,449.8088494653143,8,4221,50.661897685796056
7,1,59.87139801001076,0.37005233467425525,420.9471013456712,9,3104,25.522595645040248
21,1,39.665977634356196,0.027420309972657653,333.517945315992,5,4616,43.938740666520026
2,4,23.702785710833616,0.39297422534529125,436.1541774129966,4,3834,44.629544113290684
0,2,23.46740382615511,0.5258125988733238,402.69757505776215,6,1344,24.49349345899688
2,1,88.37096696607526,0.5116813865815117,243.0432193284007,4,1108,52.41398840085296
4,0,44.20243737828575,0.16562834702826534,140.4793184224753,9,4414,21.80813605374108
14,5,33.08893629891719,0.6457405100956123,281.3904680042026,4,1610,65.02170175349234
13,5,44.877757383140306,0.04477845050466822,381.30299713784757,9,2059,16.46762334210796
2,4,66.93904014593613,0.7619068201324154,246.38881942831685,6,2608,62.94229592589185
0,6,14.57565682447517,0.9466444339935463,350.0473594027537,9,4858,57.82001954538793
4,6,44.94338352137377,0.3397688271511179,92.44734183096963,6,2782,33.81086863046004
22,3,58.7884371110387,0.5172393817143319,386.60213136713156,2,1089,54.270113370565795
13,4,94.85833548514337,0.3789102780588144,415.7211289518779,2,4384,100.0
6,3,25.252778207541926,0.006710390304059954,368.0770351012435,9,354,6.24395950274779
8,6,35.92507479162455,0.38587450289511593,485.2686143868645,2,4263,87.39198086282084
14,4,37.93585899224238,0.7917202592613465,421.9934258572882,5,4811,96.3173219854664
14,4,60.553815764488284,0.5959888421834818,456.39217754444223,5,4552,93.53729382495943
9,4,35.67320530400016,0.10125991461515893,470.1069875559416,2,355,26.60163137930577
12,6,53.35119252996956,0.847139489693785,410.6065963432139,2,1107,88.09016920944315
18,3,78.17903298450294,0.5310853448852428,353.4164789029246,7,1855,56.301266979771604
6,3,70.53855941122036,0.8417233617446761,52.57336161235518,7,2671,60.14932029147565
16,4,44.636864651258556,0.5802215187850294,259.62158895040614,6,4008,80.29756531426489
19,1,86.42161776741689,0.5596884448379399,307.0230343800624,9,3097,47.33644282988113
3,2,55.81402495938629,0.10525918519701238,186.81362260159983,3,2903,39.15712929095887
4,6,53.99058395022125,0.16735973313862795,193.1470011065624,3,3865,47.62681680649169
22,2,3.4187765939158177,0.9720252564965911,482.5217370695743,2,4479,90.78540712391994
6,2,98.66929803571615,0.22848674675477076,451.2698893412356,4,3483,61.5559472247606
12,3,12.297080852962672,0.9774521179903679,432.1305524757669,2,198,62.84205910596373
14,3,23.11309124276466,0.5319127065242634,232.70531076774978,7,296,14.842224724149728
10,1,5.169683724152696,0.13578904706393713,56.164347684011545,6,2629,25.048020603818436
3,2,64.00029668369137,0.09930220275369295,86.10001090507134,2,977,28.668754379353405
12,2,22.470117697267998,0.20886407070573998,190.48836569792164,8,1968,20.02054019903626
6,4,18.001043747272348,0.9256373300253358,57.08431084805464,4,2765,55.25912561538786
18,3,8.855558422324139,0.4141502243282268,57.71740186183915,8,1488,22.800638553016675
21,2,10.330895712401567,0.39543426799291437,462.4714857390849,6,2515,9.858018920375768
1,5,58.467070044258875,0.313206261070174,367.7713259535743,6,669,15.27625357130022
9,1,68.82078658665954,0.14706185056658838,189.0301955306687,5,2737,57.82884857869115
12,5,39.7378988464401,0.48785119719240644,109.69005992042892,1,1165,67.22658943172678
20,5,47.989708159207325,0.1300477825111387,280.2360730527847,8,521,0.7887743558013381
5,6,68.59677359829841,0.8354802363823276,52.40577238446401,5,2983,77.98607967974009
11,6,1.7379790185479638,0.3703969862753065,472.2861847361648,7,1304,23.878534446049763
11,1,32.31306570702785,0.37480356778179635,236.66680372502626,0,644,57.32736503033625
19,5,97.30977480703464,0.4740064284831559,231.05072985679973,4,4266,80.4450181712736
10,2,58.01122296954681,0.4441277131657516,225.76712341180198,0,3739,100.0
22,3,25.422457989749326,0.9948579730593216,81.19774867449414,9,1323,26.74068492514485
6,1,52.17300466362131,0.5453811212183025,337.245007906322,7,3272,52.18135648447455
0,4,34.26534881209153,0.08820170378987069,379.851628832759,7,867,0.0
0,5,53.22449888262991,0.60687734157693,354.25642891473063,0,3757,84.91361218873456
19,1,12.574151180664883,0.15158429286987996,112.29597199822743,8,754,0.7189687547633843
12,0,13.271465381927738,0.030937644731341973,310.47807561601667,1,2546,38.61337943315323
8,0,14.354236203939285,0.9707421536772481,306.26801787751424,8,320,35.14165859664671
2,6,93.98197919268418,0.7735388915345639,440.78485457362194,0,3766,98.35079711695826
6,3,73.28989183413418,0.9801089924137669,220.60744626904113,9,4377,78.19376795820543
5,2,16.23818946623209,0.47787844802224244,217.1686746467454,8,4502,30.42783770625396
7,3,18.834908376560143,0.5322575311489761,328.3371764231835,3,2669,41.4393375467331
8,3,73.08294748708764,0.16833695591913023,334.8826940747809,8,1113,34.564595244273576
4,3,15.616384479217393,0.24690742666758558,261.1783522966057,6,2151,10.034617852137977
0,3,23.456129333482867,0.8385492149028282,249.37671304868948,5,4085,71.48309839804935
18,4,96.3346832820399,0.35618564711759415,272.3664517870472,4,4999,97.29106299308269
9,4,25.530652472843187,0.826814973796419,437.47038477649033,8,4410,75.38075486685385
11,6,66.16323503711467,0.7090137242870318,257.52510556425955,1,3119,100.0
23,1,97.86312874005304,0.1771709252718655,472.9693063864201,1,3781,89.5515722977308
14,0,37.42967671397926,0.5074463661197421,276.8016936183467,8,1543,34.6860980907214
21,3,1.7515990862062236,0.6773873215187168,477.14031193140113,2,4296,66.69866124181644
23,6,24.414729042237425,0.2350372148038251,424.77435584108406,7,3110,23.108517495769917
8,1,83.08771913417054,0.8306885105200769,213.0940951771231,8,672,59.59045598724662
19,0,86.46088359550367,0.5448276575451868,438.6386395834772,7,1432,42.56888227382458
16,5,76.85193645237912,0.1652420504426032,99.52847789050185,3,4853,97.58767313517697
16,2,11.310981907657302,0.5829844261646024,466.2712289043565,0,4102,91.81440471279834
19,4,79.55103716964031,0.999713804155914,334.23958178730123,3,3234,100.0
11,5,91.86777969935042,0.15052149166341355,74.47583683504003,8,4186,74.86094001363591
6,0,60.06095425462361,0.8167569301195281,339.9155256428652,1,325,67.71881845201662
1,5,94.08753563380648,0.20730900318755796,488.41144436514026,2,4300,82.42512976132456
2,2,82.68388837118775,0.7823883294600873,81.41029457658301,9,2097,47.04136526231629
16,6,66.69715169909072,0.7345779231214132,299.60946940103884,7,871,54.096165429332764
4,0,57.718523671174815,0.30048938560043237,386.5074573917176,5,4624,54.41094913231251
16,5,34.85736672419705,0.3258231175644498,414.6163640147891,7,533,28.112222367729697
23,4,15.928744524280514,0.7925213919629192,236.22235939435814,6,3199,54.56492263470817
16,4,60.49539226905408,0.46144551188731264,141.87495162570934,4,2829,72.27486011428438
16,1,31.81115536181195,0.7308180287118088,69.05402544757273,8,3507,66.02379857070592
1,5,86.64386675276454,0.14798414736583476,310.87677069375115,3,3240,60.01338656192912
1,3,99.33369373586285,0.8525577819015535,253.80998162042485,5,965,72.9334438960432
21,5,75.24277626155725,0.7108847166823191,476.93497781736994,1,2893,91.48535233024562
22,6,9.048169528705074,0.9069428088348339,77.2722084717094,1,3011,73.96231444957198
4,0,28.86855955306381,0.13237237903497245,358.4279045507026,1,2515,35.607614761495746
0,0,10.910963176574972,0.5930145003605977,61.234799954025725,9,350,1.704339225629135
0,6,65.05116477917157,0.5991205850403252,127.14537951974422,6,3857,62.80558230887178
18,5,76.51908645557846,0.35346074054678245,254.11054996527537,1,4756,100.0
1,6,92.56748308807119,0.4584664245692578,254.6925992612907,1,1018,64.7504590663998
20,2,43.817234641198766,0.03798156328985347,358.56524432013975,8,1273,0.0
11,6,90.13756495884444,0.745860038627012,459.5958656904905,6,3303,91.51432404672929
5,4,87.78911590413276,0.549322479403174,337.5644715117144,2,532,60.47274659554831
22,6,31.71957167653986,0.057741051869173776,479.09079403317895,2,935,15.1377329709698
3,0,86.8900625540571,0.6807558929604856,446.7270379450989,6,2346,71.19092394697927
22,4,37.56722518817265,0.4667820772311879,313.0249079888556,4,2362,36.82426974494041
10,0,29.68692745602808,0.034461259425,425.2063779134723,9,997,3.1264909611649556
23,1,64.90746587943931,0.9696077268480954,339.15992464563533,5,3732,86.3501403540473
16,3,32.83812278850811,0.9491121430894405,85.35102391567722,7,4667,100.0
5,0,63.02087483291442,0.5129024161471976,383.2541254667795,8,3915,52.74833032583298
23,4,60.98318054986945,0.0936724207059102,92.70879857030579,0,346,34.16033616341871
4,1,56.34389273484588,0.7546212215985918,317.33725125637056,2,2529,75.15810599899885
19,0,38.04197042327977,0.49193110010572905,366.18809263620295,6,1090,17.19773790127026
1,2,54.849972165147676,0.3024474782893799,79.93742369488486,5,3410,47.71932674373272
5,6,59.64854749854216,0.49141817752855677,153.8575942669393,6,1026,21.778814830160893
21,3,54.56868884954734,0.5224441454054645,462.0525045177424,7,3538,41.6482623671673
10,0,44.441945275120155,0.5627116990223392,327.3415215048034,5,2707,73.0445552453125
15,1,1.466705704626381,0.44122371365532653,160.8287084647392,2,1174,35.57724726939655
15,2,58.706170770115094,0.6057553031390567,360.80589701660296,1,4122,98.40213220854581
0,5,16.844438514271964,0.9187347106063773,318.5493889827603,6,3899,56.41887847973286
8,1,64.25759689471896,0.36226808709859115,275.7090649630768,0,4884,97.98764653805168
5,6,75.9344327922866,0.7257164632199491,489.2841387446377,2,3251,90.09232278960883
15,1,50.04453091307415,0.8944525568242322,357.554199833379,3,3538,100.0
2,2,54.23636649797383,0.4559792757599369,218.9484993505607,0,4673,97.31167833585
19,1,95.14785596659911,0.4434558363819041,410.0330444345906,4,3591,71.54716810994074
3,2,84.71673613725741,0.6021169853547795,448.06248181453446,9,806,24.72273403950812
18,0,91.42365159514699,0.5914067594224881,106.34925178257413,2,3164,100.0
2,2,81.37662883195864,0.806589342326277,140.24884003036993,1,853,75.1600452194205
18,2,10.891834184673144,0.4764833837782927,147.30215410750088,2,687,40.63984888280437
19,3,14.899185597019471,0.9961229496394411,361.04531422394314,7,1434,31.52681790707265
6,2,52.662379726895956,0.05947156886728078,321.3677997739775,5,1947,17.28783075257577
19,2,24.606965879799823,0.0031678485807017376,328.5462041143647,6,4034,18.377491967012723
8,5,47.66954750411592,0.6401983115596238,473.34798486027546,5,4026,85.1658839636532
0,0,39.43653238183502,0.2984349123618767,399.1601897632877,5,3417,39.75922580219503
7,6,54.941423843045335,0.2403823886994838,107.57161603030244,2,4120,65.0536496607265
6,3,74.68757161358226,0.31189908000428046,206.37818709133145,7,3255,38.242550159290964
17,5,71.54909070992744,0.2560475651049543,245.92714077908101,6,4402,77.28866964499935
7,4,52.12341324853343,0.03079004966044785,228.1827149364222,6,2298,15.974102531839192
0,0,82.23934188170581,0.9715330423905887,351.1888741228456,5,264,61.595297224961385
10,0,43.08620915380333,0.22074548845278175,451.35189646545314,4,2098,40.679487815534635
17,4,89.67142898401224,0.7340297625893063,187.7231585852546,9,3157,79.9242809415276
22,6,7.12802700551639,0.7625963946941753,298.34471138953353,7,2184,17.893048957405234
9,2,95.46600300333074,0.9292573980072293,405.23423986111356,4,4528,99.12214552761709
2,5,65.46930814313482,0.030549457093379973,237.2981264804072,8,502,3.2896814637653793
6,1,38.00745089372053,0.8720483384470077,125.65315777968313,8,513,29.16429303785043
15,3,19.715412657287736,0.5272261808398002,263.7279343686867,0,144,57.35977442539013
15,1,47.91832294435999,0.6325441099658279,74.8501343343628,5,4257,91.74148835250034
19,4,19.4558323185301,0.6444702771210337,474.0725543010246,6,2567,34.18082197305143
16,0,16.633160774314216,0.8197978049847275,83.66954233773787,2,967,64.76731570933724
1,6,61.73517574129742,0.3334073221591105,247.30552186276017,6,118,26.00822721709313
0,0,52.30847245817847,0.7330511898599934,288.44656748983675,6,464,36.35175003559712
15,3,67.00960346109417,0.5285781097221971,493.38672452927847,1,3932,94.13508074267304
11,0,92.96058774219892,0.7933940143053477,124.70982063928734,6,679,64.97061620448201
4,0,53.226021333904015,0.9905460327701334,101.49418337556136,0,645,74.9423629267504
4,3,58.09320532627977,0.20065101740376123,53.91776617814461,4,4250,61.7291755322433
22,5,8.962633915494212,0.9946486415599979,120.00714659118604,8,4973,63.29118141434143
8,5,71.76357859086295,0.089812154282774,143.27284058045043,6,3139,43.46594003867746
8,3,39.99052068041562,0.002317547904813866,333.76142371239155,6,4237,47.595618551457406
2,6,97.67252386625789,0.04416193617783126,148.86805567613018,1,4144,77.70509860415196
18,4,82.31740155956602,0.3417824047367617,59.23436662819634,7,4426,67.19774396333709
15,0,52.24810405161183,0.6329063306784342,421.9782554761199,2,552,68.1853889148174
15,6,12.322265417216604,0.06902954088784963,214.51806545178505,7,4061,28.923543173322503
2,0,85.94157932805892,0.00566581452956727,209.16350896133028,2,1481,30.292190403760358
19,4,79.97810954240217,0.9370910284587948,186.11556312556695,9,1567,57.538333140727616
23,5,18.4585129537033,0.8219266359399297,488.9179747158894,6,2838,41.57172597455316
21,6,29.527828922031006,0.809183171139031,126.55193778917666,1,1316,57.093866448482544
23,2,79.34072581478372,0.8844242755019771,454.2071287789558,3,980,67.35458967067895
0,2,18.522844654740965,0.7000342727721044,399.5614994629496,5,3914,56.562045255123124
23,2,91.77524891713773,0.10440412974808144,84.41597997469088,8,3249,43.25185908953853
19,5,42.45274251963619,0.39910018807372305,494.0280956753819,4,184,12.795172060360972
10,5,8.703896258765864,0.7231494864646295,172.11468359255474,8,4244,60.54501525449484
16,4,81.57486435042809,0.2803344607915209,94.36231716008555,4,1268,59.93097817487928
7,0,37.35096830383876,0.6874063641362376,423.19140535659176,9,4264,42.606746792549856
3,4,52.6499194153781,0.02449844826765235,368.0039901549649,7,3229,17.96045815664083
5,4,11.230434441121917,0.3061373408795932,327.7484626450554,0,3745,60.22153985417622
7,5,0.2584014844982385,0.5491303362771727,120.19138866451992,6,2626,20.041352474125464
19,2,63.79852057932977,0.6320898295062423,265.32325231518286,3,2967,70.10068716339312
2,1,51.51751703337316,0.5770406644619108,401.2502120992462,4,3616,63.46227040184837
15,0,59.35385691231472,0.6977562760734295,186.6307721647281,5,3467,87.78032316292568
2,5,79.37438503805163,0.00608874823983907,190.26042283176866,4,2294,36.209950000328824
17,2,64.66059134228601,0.10094119997752149,51.413407721654956,0,3655,90.39410037632487
13,6,17.477344282737718,0.8689442522791451,128.4095307404208,8,545,45.57592183686403
17,1,36.07725191105998,0.6817486440901612,443.93253130482543,1,3726,86.70761784072894
1,1,90.58911047877604,0.1129316426860113,248.7859212369682,8,4116,42.20526962978378
21,5,76.9944700251679,0.8420744373985792,492.9055246554953,9,3975,60.82932951878516
2,3,55.663705793671724,0.2422312178245669,228.06858360820667,1,3437,61.820193205442514
15,0,25.56449978092723,0.4782598841952235,371.8339046511086,8,361,22.153130775602456
8,1,30.206050183479505,0.1451965128846603,176.8635693071281,5,1948,39.811208328336704
3,5,73.19580675856345,0.7101100564217067,213.71433851342007,8,4125,72.25739840860275
0,5,85.11742608527709,0.6668544210142678,135.82669441590258,5,2366,72.22615405907634
3,2,67.14246695306144,0.21111247116613618,206.17806582472775,5,191,13.45293498142924
0,6,80.95299757684418,0.8634007668570018,296.2568841892894,1,4322,100.0
13,3,76.6656135200406,0.4013060242197122,496.29779644066224,7,4275,86.46579559203106
20,0,14.970396795695773,0.2925150910707418,348.89077088230357,2,3409,45.39791554452295
15,4,42.3944812913302,0.15232958946453545,139.66067948374132,6,1082,31.280454997596667
19,6,15.298380082856266,0.26616801251553746,70.23264871619801,4,3543,35.06393775150227
23,6,23.52355848019848,0.022026921223816998,106.86041659152977,2,2633,33.89193203102464
7,2,86.92596246510526,0.5832574924561156,303.1498405728713,0,793,71.05494342203009
6,1,47.289196563318214,0.8422307463439479,394.3221479675448,7,4220,65.17961353405876
2,1,53.53581018426608,0.5489804494416418,473.1886432853361,2,255,35.813389394430445
16,2,17.844596522777213,0.21927396192387572,57.12042739856937,1,3688,69.11339153911642
0,5,31.2271786048796,0.03366917821387272,285.2420637028414,0,1912,33.716271324286986
15,1,23.024616842786994,0.21462807325880284,261.8903103004295,3,4214,62.35198709317517
11,3,20.61861645184264,0.4161214280710923,345.2247598890668,7,1507,27.872975689313378
18,0,63.796079331597014,0.7596114286997965,301.81048450940386,2,1316,84.02625662052479
21,6,25.68838476457148,0.1878428525377741,359.16761776211627,0,1510,29.38261880106476
22,6,63.201548602041846,0.7197914533546861,346.13716313713564,3,3597,87.41961541631896
21,3,5.845461410855391,0.8669334683518837,102.65527618607578,8,4472,56.46437599746527
13,1,14.177439352710186,0.45394684810835706,409.8730611284238,0,4940,100.0
5,6,27.45402540001254,0.8214319916425933,105.45465907234617,1,651,53.14243078902719
5,4,59.70469168956917,0.5546573480350956,364.3387813441117,8,3494,46.442830050623094
12,0,67.5841245087376,0.637090837080905,237.26541543827304,1,1276,81.33232487884355
18,0,44.27169667795271,0.5262784603382027,281.23283055946905,2,4834,100.0
21,6,44.579091457722896,0.46317271675134175,456.48410646906973,6,4432,56.15843095158435
7,2,72.45168513986181,0.23465344177584935,450.44767691306896,2,1097,55.90308312736559
1,6,1.582109176558244,0.30319405946104605,418.0353375447633,8,4176,22.988058453754313
20,2,34.10900244742206,0.289970118943609,279.5667712053455,5,2831,33.02833155900355
0,6,81.87070571192328,0.5632889309538147,381.3079145602249,2,4037,91.07468227749341
14,4,60.321941021337224,0.11995369302388992,280.80367498346425,8,4152,56.652993745115516
